id,risk_score,gender,num_public_record_items,age_most_rec_pub_record,collection_items,bankruptcy_prior,bankrupt_other_hh_member,inq_past_12mos,age_of_most_recent_inq,inq_fin_last_6mos,inq_promo,inq_bank_promo,age_of_oldest_trade,tot_accts_open_last_24m,tot_accts_on_file,tot_open_accts_on_file,tot_bal_open_accts,income,num_past_due_accts,amt_past_due_balances,worst_credit_rating,current_accts_total,current_accts_30day,current_accts_60day,current_accts_90day,current_accts_bad_debt,tot_accts_paid_satis,tot_accts_30days_ever,tot_accts_60days_ever,tot_accts_90days_ever,tot_accts_bad_debt_ever,tot_accts_paid_satis_24m,tot_accts_30d_pd_in_24m,tot_accts_60d_pd_in_24m,tot_accts_90d_pd_in_24m,tot_accts_bad_debt_24m,tot_open_accts_bal_gt_0,avg_mos_accts_open,marital_status,LOAN_DEFAULT,GEO_REGION
14022,888,F,0,0,0,0,0,4,1,3,10,2,70,6,21,9,23225,32082,0,0,1,19,0,0,0,0,16,3,0,0,0,13,1,0,0,0,6,38,S,0,Midwest
14023,783,M,0,0,0,0,0,0,0,0,1,0,2,1,1,1,53,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,W,1,Midwest
14024,690,M,0,0,0,0,0,0,0,0,4,0,99,0,12,9,9050,20232,2,347,6,9,0,0,0,2,3,4,0,2,2,3,4,0,2,2,8,51,W,0,Midwest
14025,747,F,0,0,0,0,0,2,1,1,3,1,109,1,12,9,12805,20025,2,5831,6,8,0,0,0,4,6,0,1,1,4,6,0,1,1,4,7,71,W,0,Midwest
14026,608,F,0,0,0,0,0,4,1,0,1,0,8,1,1,1,171,260,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8,D,0,Midwest
14027,916,M,0,0,0,0,0,0,13,1,4,0,91,9,25,12,64354,81782,1,27,2,21,2,0,0,0,20,3,0,0,0,14,1,0,0,0,11,40,M,0,East
14028,774,F,1,4,0,0,0,0,0,0,3,1,121,2,4,3,942,1000,1,267,6,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,3,58,W,0,Midwest
14029,741,M,0,0,0,0,0,0,0,0,8,4,35,2,4,3,3417,5039,1,46,2,3,1,0,0,0,1,1,2,0,0,1,1,2,0,0,2,24,W,0,East
14030,942,M,0,0,0,0,0,3,1,1,6,0,69,9,29,9,26713,34674,0,0,1,27,0,0,0,0,27,0,0,0,0,21,0,0,0,0,6,32,M,0,South
14031,813,M,3,13,2,1,0,1,4,1,6,3,118,3,16,8,11585,13869,2,1240,6,10,0,0,0,6,9,1,0,0,6,8,0,0,0,3,6,57,S,0,West
14032,779,F,1,80,0,1,0,1,4,1,0,0,154,2,12,4,21693,38122,3,617,6,8,2,0,1,1,5,2,0,4,1,3,2,0,1,1,3,79,W,0,West
14033,687,M,1,24,0,1,0,0,0,0,0,0,118,0,5,0,0,0,0,0,6,2,0,0,0,3,2,0,0,0,3,1,0,0,0,3,0,81,,0,Midwest
14034,953,M,0,0,0,0,0,0,0,0,5,5,88,1,6,5,579,18200,0,0,1,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,2,46,M,0,West
14035,588,M,6,3,4,1,0,0,16,1,0,0,108,3,6,1,0,0,1,1886,6,4,0,0,0,1,3,1,0,0,1,2,1,0,0,0,1,46,D,0,South
14036,904,F,0,0,0,0,0,0,15,0,1,0,29,5,8,5,62,7100,0,0,1,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,1,18,S,0,East
14037,493,F,3,8,1,1,0,1,3,0,0,0,79,2,16,10,36014,32232,9,2131,6,1,0,1,9,1,1,0,1,9,1,0,0,1,9,1,10,48,D,0,Midwest
14038,932,M,1,79,0,1,0,0,8,1,3,1,137,3,21,7,5117,7549,0,0,6,14,0,0,0,4,14,0,0,0,4,9,0,0,0,0,4,79,M,0,West
14039,855,M,0,0,0,0,0,0,0,0,3,3,71,0,4,3,10902,11186,0,0,1,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2,41,S,0,East
14040,944,F,0,0,0,0,0,0,10,0,3,0,117,1,15,7,42127,143222,0,0,1,14,0,0,0,0,13,1,0,0,0,10,0,0,0,0,2,61,M,0,South
14041,742,M,3,46,2,0,0,0,20,0,1,1,34,2,4,2,14528,16762,0,0,1,4,0,0,0,0,3,1,0,0,0,2,1,0,0,0,2,21,W,0,West
14042,817,M,1,28,1,0,0,3,6,0,1,1,94,0,15,6,7828,16056,0,0,4,13,0,0,1,0,7,3,1,3,0,7,3,1,3,0,4,53,S,0,West
14043,964,M,0,0,0,0,0,0,0,0,1,0,390,0,3,1,70,7000,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,312,M,0,West
14044,973,M,0,0,0,0,0,0,18,1,4,1,619,1,12,6,1875,18566,0,0,1,12,0,0,0,0,12,0,0,0,0,9,0,0,0,0,1,148,M,0,Midwest
14045,937,M,0,0,0,0,0,0,0,0,3,2,53,1,5,4,432,6515,0,0,1,5,0,0,0,0,5,0,0,0,0,4,0,0,0,0,2,45,M,0,South
14046,712,U,0,0,0,0,0,1,4,1,1,0,95,0,7,3,26603,24479,2,4491,5,5,0,0,2,0,3,1,0,3,0,2,0,0,2,0,3,63,W,0,South
14047,348,F,3,13,2,0,0,0,10,0,0,0,72,0,7,3,4994,4045,4,1557,6,3,0,0,2,2,0,0,0,5,2,0,0,0,4,1,3,41,D,0,East
14048,911,M,0,0,0,0,0,0,0,0,1,0,15,1,1,1,55,2000,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,15,S,0,East
14049,811,F,3,36,1,1,0,0,11,0,8,4,132,2,4,2,1352,8234,0,0,1,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2,43,S,0,East
14050,585,M,0,0,0,0,0,0,0,0,0,0,34,2,3,2,2261,2898,0,0,6,2,0,0,0,1,1,0,0,1,1,1,0,0,1,1,2,26,D,0,West
14051,954,M,0,0,0,0,0,2,3,1,4,2,239,0,7,3,811,16493,0,0,1,6,0,0,0,0,6,0,0,0,0,3,0,0,0,0,2,118,M,0,West
14052,446,F,24,1,21,0,0,3,2,1,0,0,81,0,4,1,5236,5436,2,510,6,0,1,0,0,3,0,1,0,0,3,0,0,0,0,1,1,61,D,1,Midwest
14053,947,F,1,43,1,0,0,0,0,0,8,0,190,2,12,7,12790,18406,0,0,1,11,0,0,0,0,7,3,1,0,0,10,0,0,0,0,6,101,M,0,West
14054,965,F,0,0,0,0,0,0,13,0,11,8,303,9,27,17,31942,51476,0,0,1,23,0,0,0,0,22,1,0,0,0,17,0,0,0,0,10,73,M,0,East
14055,767,M,0,0,0,0,0,0,0,0,0,0,10,3,3,3,18492,21969,0,0,1,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,7,W,0,West
14056,947,F,0,0,0,0,0,0,0,0,9,4,120,5,16,10,12767,34656,0,0,1,14,0,0,0,0,13,1,0,0,0,10,0,0,0,0,6,61,M,0,East
14057,898,F,0,0,0,0,0,0,17,0,4,1,36,4,6,3,236,1819,0,0,1,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2,20,S,0,West
14058,928,F,1,25,1,0,0,0,20,0,6,4,99,3,13,8,11896,42577,0,0,2,11,1,0,0,0,11,1,0,0,0,9,1,0,0,0,2,40,M,0,Midwest
14059,919,F,0,0,0,0,0,0,0,0,1,0,107,1,11,4,14347,40594,0,0,1,9,0,0,0,0,8,0,1,0,0,5,0,0,0,0,3,59,M,0,West
14060,833,F,0,0,0,0,0,1,4,0,1,0,75,2,11,4,8805,8357,0,0,1,10,0,0,0,0,9,1,0,0,0,5,1,0,0,0,4,50,S,0,East
14061,963,M,0,0,0,0,0,2,2,3,7,5,316,3,23,9,11355,32276,0,0,1,22,0,0,0,0,22,0,0,0,0,15,0,0,0,0,6,89,M,0,Midwest
14062,708,M,8,4,6,0,0,1,5,1,0,0,182,4,8,3,457,501,0,0,6,5,0,0,0,2,4,0,0,1,2,5,0,0,0,2,2,69,W,0,West
14063,886,F,0,0,0,0,0,0,0,0,2,1,79,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,79,S,0,Midwest
14064,790,F,0,0,0,0,0,0,21,1,5,0,42,5,11,6,8943,17258,0,0,1,8,0,0,0,0,5,3,0,0,0,6,2,0,0,0,6,26,W,0,West
14065,561,M,1,30,1,0,0,1,6,0,1,1,43,1,3,1,2535,2625,2,233,5,1,0,0,2,0,1,0,0,2,0,1,0,0,0,0,1,32,D,0,East
14066,765,M,0,0,0,0,0,0,19,0,3,0,101,0,4,1,623,7484,0,0,1,3,0,0,0,0,1,2,0,0,0,0,2,0,0,0,1,79,W,0,East
14067,851,U,0,0,0,0,0,0,0,0,0,0,74,3,14,10,49475,55780,0,0,1,11,0,0,0,0,6,4,1,0,0,8,1,0,0,0,10,44,S,0,East
14068,980,M,0,0,0,0,0,2,3,0,1,0,292,5,24,11,29061,94279,0,0,1,23,0,0,0,0,20,2,1,0,0,13,0,0,0,0,3,82,M,0,West
14069,954,M,0,0,0,0,0,1,1,0,5,4,263,4,23,12,57097,127780,0,0,1,20,0,0,0,0,17,2,0,1,0,11,1,0,1,0,8,71,M,0,Midwest
14070,748,F,0,0,0,0,0,0,0,0,4,1,22,3,3,3,6694,7075,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,10,W,0,East
14071,927,M,0,0,0,0,0,0,17,0,9,1,271,1,16,6,8476,26025,2,12364,5,12,0,0,2,0,10,2,0,2,0,8,0,0,0,0,4,93,M,0,West
14072,906,M,0,0,0,0,0,2,3,0,9,3,145,1,5,3,7341,19000,0,0,1,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,1,98,S,0,West
14073,832,F,0,0,0,0,0,0,8,0,1,1,62,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,62,S,0,West
14074,925,F,0,0,0,0,0,0,11,0,2,1,48,5,12,7,4350,11964,0,0,1,11,0,0,0,0,11,0,0,0,0,10,0,0,0,0,4,32,M,0,West
14075,751,M,0,0,0,0,0,7,3,3,4,2,11,2,2,2,2625,,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9,W,0,South
14076,862,F,0,0,0,0,0,1,6,0,5,2,23,6,6,4,9404,12000,0,0,1,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,2,18,S,0,West
14077,907,M,0,0,0,0,0,0,10,0,5,3,39,4,5,4,1735,11788,0,0,1,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,2,19,S,0,South
14078,489,F,0,0,0,0,0,2,2,1,0,0,24,4,4,2,4012,4012,3,232,3,1,2,1,0,0,1,1,1,1,0,1,1,1,1,0,2,15,D,0,West
14079,639,M,1,11,1,0,0,1,4,0,0,0,81,3,12,5,21338,27284,1,394,6,7,1,0,0,3,4,3,1,0,3,3,2,1,0,2,3,42,W,0,West
14080,935,F,0,0,0,0,0,0,0,0,6,0,120,3,13,7,14917,30174,0,0,1,11,0,0,0,0,10,1,0,0,0,8,0,0,0,0,3,58,M,0,West
14081,775,M,0,0,0,0,0,0,0,0,2,2,35,3,6,5,13011,13425,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,27,,0,South
14082,939,F,0,0,0,0,0,0,21,0,5,3,61,0,6,4,1569,21318,0,0,1,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,42,M,0,West
14083,974,F,0,0,0,0,0,0,0,0,3,2,132,3,15,12,13713,78667,0,0,1,15,0,0,0,0,15,0,0,0,0,14,0,0,0,0,10,56,M,0,West
14084,820,M,1,62,0,1,0,0,0,0,4,3,154,5,22,4,14057,16179,1,15,6,13,0,0,0,9,11,1,1,0,9,7,0,0,0,8,4,72,S,0,West
14085,933,M,0,0,0,0,0,2,1,0,5,2,90,3,20,2,16769,19606,0,0,1,18,0,0,0,0,16,1,1,0,0,18,0,0,0,0,2,42,M,0,West
14086,928,U,0,0,0,0,0,0,0,0,2,1,59,3,12,7,11085,24969,0,0,1,9,0,0,0,0,9,0,0,0,0,9,0,0,0,0,4,37,M,0,Midwest
14087,932,F,0,0,0,0,0,0,0,0,6,3,71,1,14,6,683,13562,0,0,1,12,0,0,0,0,11,1,0,0,0,8,1,0,0,0,3,44,M,0,West
14088,637,F,0,0,0,0,0,3,1,0,0,0,5,1,1,1,62,105,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5,W,0,West
14089,635,F,15,11,12,0,0,1,1,0,0,0,121,1,6,3,2408,2561,3,11033,6,3,0,0,0,3,3,0,0,0,3,2,0,0,0,1,3,79,W,0,East
14090,855,F,4,1,4,0,0,0,0,0,4,2,97,1,18,13,36119,39653,0,0,1,12,0,0,0,0,10,1,1,0,0,10,0,1,0,0,9,45,S,0,South
14091,508,M,3,3,3,0,0,1,5,1,0,0,68,2,7,4,17149,17214,3,1007,6,2,0,0,3,1,1,1,0,3,1,2,0,0,3,1,4,39,D,0,Midwest
14092,940,M,0,0,0,0,0,1,3,0,2,0,356,3,9,2,0,5500,0,0,1,8,0,0,0,0,8,0,0,0,0,5,0,0,0,0,1,88,M,0,East
14093,536,M,1,63,0,0,0,1,5,0,0,0,73,3,4,3,759,704,3,1785,6,1,2,0,0,1,1,2,0,0,1,1,2,0,0,0,3,29,D,0,Midwest
14094,942,M,2,22,2,0,0,0,14,0,0,0,119,3,22,5,315,1808,0,0,1,20,0,0,0,0,6,0,6,8,0,17,1,0,0,0,5,55,M,0,East
14095,960,M,0,0,0,0,0,0,0,0,1,0,144,3,12,6,2006,29643,0,0,1,12,0,0,0,0,12,0,0,0,0,9,0,0,0,0,3,57,M,0,East
14096,900,M,0,0,0,0,0,1,2,1,7,1,90,3,20,5,19063,27466,0,0,1,17,0,0,0,0,16,1,0,0,0,11,1,0,0,0,4,45,S,0,South
14097,876,F,0,0,0,0,0,0,24,1,7,3,67,4,21,10,48596,53598,0,0,1,11,0,0,0,0,11,0,0,0,0,8,0,0,0,0,8,42,S,0,East
14098,852,M,9,5,8,0,0,1,2,0,0,0,254,0,6,0,0,0,0,0,1,6,0,0,0,0,0,3,2,0,1,2,0,0,0,0,0,140,S,0,East
14099,588,F,2,10,0,1,0,2,0,2,4,4,100,4,18,5,4848,6143,3,555,6,8,0,0,1,6,4,3,1,1,6,2,0,0,1,6,4,55,D,0,West
14100,932,M,0,0,0,0,0,3,0,0,5,1,71,6,20,10,3292,11637,0,0,1,20,0,0,0,0,19,1,0,0,0,13,1,0,0,0,5,38,M,0,Midwest
14101,898,F,0,0,0,0,0,0,0,0,6,1,40,3,6,4,11337,14317,0,0,1,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,3,23,S,0,East
14102,594,F,1,25,0,0,0,0,0,0,1,0,74,0,3,1,6125,6125,1,34,6,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,47,D,0,East
14103,972,F,0,0,0,0,0,0,11,1,9,3,209,1,20,11,10419,49034,0,0,1,15,0,0,0,0,15,0,0,0,0,11,0,0,0,0,4,119,M,0,West
14104,739,M,0,0,0,0,0,0,11,3,0,0,51,1,13,6,3385,5396,1,230,5,7,1,0,1,0,6,0,1,2,0,5,0,1,2,0,4,34,W,0,Midwest
14105,782,M,0,0,0,0,0,0,11,0,3,2,23,2,2,1,264,1500,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,22,W,0,West
14106,950,M,1,37,1,0,0,1,3,3,5,0,80,2,15,8,87,25890,0,0,1,12,0,0,0,0,9,3,0,0,0,9,1,0,0,0,3,46,M,0,South
14107,597,U,0,0,0,0,0,0,0,0,0,0,70,1,4,1,605,450,0,0,6,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,47,D,0,West
14108,954,F,0,0,0,0,0,0,9,1,5,0,71,9,29,14,14390,41448,0,0,1,25,0,0,0,0,25,0,0,0,0,22,0,0,0,0,11,37,M,0,Midwest
14109,788,M,3,54,2,1,0,1,4,0,0,0,140,0,1,0,0,0,1,5872,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,140,W,0,West
14110,627,M,0,0,0,0,0,2,5,0,1,1,30,1,2,1,12091,20408,0,0,6,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,26,W,0,West
14111,934,M,0,0,0,0,0,2,2,0,6,3,286,4,26,15,63370,91345,0,0,1,25,0,0,0,0,14,11,0,0,0,15,6,0,0,0,10,104,M,0,West
14112,702,F,2,5,2,0,0,0,19,1,8,3,20,2,2,1,268,600,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,20,W,0,South
14113,876,M,0,0,0,0,0,1,5,0,8,5,43,3,5,5,12197,17914,0,0,1,5,0,0,0,0,4,1,0,0,0,4,1,0,0,0,3,20,S,0,West
14114,860,M,3,1,0,1,0,1,1,0,2,1,283,2,22,8,21935,38997,3,18281,6,9,0,0,3,7,8,0,0,4,7,9,0,0,1,2,5,91,S,0,West
14115,667,F,6,14,4,1,0,2,5,0,4,3,116,1,12,2,4316,8068,1,4116,6,8,0,0,1,3,5,3,0,1,3,1,1,0,1,0,2,68,,0,West
14116,954,F,0,0,0,0,0,1,1,0,7,1,134,1,11,8,654,37311,0,0,1,9,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,51,M,0,East
14117,662,M,8,15,7,1,0,8,2,8,5,3,165,2,30,8,34288,42061,2,12030,6,19,3,0,0,6,14,7,1,0,6,5,1,1,0,2,5,67,W,0,South
14118,942,M,0,0,0,0,0,5,0,0,14,5,62,5,15,7,8138,35597,0,0,1,14,0,0,0,0,14,0,0,0,0,10,0,0,0,0,4,33,,0,Midwest
14119,589,U,8,6,5,0,0,0,23,1,0,0,79,1,7,6,15603,29034,1,484,6,6,0,0,0,1,4,0,1,0,2,4,0,1,0,2,5,42,D,0,West
14120,877,M,0,0,0,0,0,0,0,0,0,0,5,3,3,3,371,2097,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,3,S,0,West
14121,895,F,0,0,0,0,0,0,13,2,3,3,43,2,8,6,19981,22277,0,0,1,8,0,0,0,0,6,1,0,1,0,6,0,0,1,0,3,34,S,0,Midwest
14122,929,F,0,0,0,0,0,1,3,0,3,2,67,0,8,3,2540,7791,0,0,1,7,0,0,0,0,7,0,0,0,0,6,0,0,0,0,2,47,,0,South
14123,921,F,0,0,0,0,0,0,12,0,4,1,120,2,10,4,8700,14057,0,0,1,10,0,0,0,0,8,2,0,0,0,7,0,0,0,0,2,78,M,0,Midwest
14124,596,F,4,2,1,1,0,2,5,0,2,1,134,1,24,3,4592,4575,6,5244,6,12,1,0,2,9,7,2,3,3,9,3,1,0,0,9,3,76,D,0,West
14125,802,M,2,9,2,0,0,0,8,0,4,2,68,0,4,2,486,1803,1,167,6,1,0,0,0,3,1,0,0,0,3,1,0,0,0,1,1,52,S,0,East
14126,688,F,0,0,0,0,0,1,1,0,0,0,47,1,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,W,0,East
14127,947,F,0,0,0,0,0,0,0,0,2,1,84,1,17,9,10355,31966,0,0,1,16,0,0,0,0,14,2,0,0,0,13,0,0,0,0,4,48,M,0,West
14128,854,M,0,0,0,0,0,2,4,1,4,2,127,3,33,12,5188,7190,4,1073,6,18,2,2,3,7,10,2,6,8,7,5,1,0,5,6,7,79,S,1,South
14129,895,F,0,0,0,0,0,0,0,0,2,0,32,7,11,6,3776,9482,0,0,1,10,0,0,0,0,10,0,0,0,0,10,0,0,0,0,3,19,S,0,East
14130,918,F,0,0,0,0,0,0,0,0,1,0,24,3,3,3,1168,3600,0,0,1,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,21,M,0,East
14131,655,M,3,74,0,1,0,2,1,1,0,0,103,1,5,1,9422,13564,0,0,6,4,0,0,0,1,3,1,0,0,1,3,1,0,0,1,1,40,W,0,West
14132,622,F,1,11,1,0,0,2,3,0,3,2,124,0,20,9,7479,5037,14,5867,6,2,5,0,5,6,2,1,1,8,6,1,1,1,8,6,9,44,W,0,West
14133,693,F,1,6,0,0,0,0,13,0,4,2,96,0,14,6,11051,13865,0,0,6,7,0,0,1,2,3,1,1,3,2,3,1,0,3,2,5,60,W,0,East
14134,701,F,0,0,0,0,0,0,0,0,4,1,56,4,11,7,22375,24609,0,0,1,7,0,0,0,2,4,3,0,0,2,3,3,0,0,2,7,32,W,0,West
14135,541,F,5,4,3,0,0,1,1,2,2,2,122,0,8,2,741,1330,2,799,6,2,0,2,1,2,0,1,2,2,2,1,1,2,1,2,2,81,D,0,South
14136,919,M,0,0,0,0,0,0,0,0,5,4,61,3,8,5,1733,10968,0,0,1,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,3,31,M,0,West
14137,830,F,0,0,0,0,0,0,0,0,0,0,5,1,1,1,750,750,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5,S,0,West
14138,981,F,0,0,0,0,0,3,5,1,7,5,342,3,27,13,11082,74605,0,0,1,25,0,0,0,0,25,0,0,0,0,19,0,0,0,0,5,78,M,0,West
14139,844,M,2,11,2,0,0,0,0,0,1,1,248,1,6,2,20786,33184,0,0,5,3,1,0,2,0,1,1,0,3,1,2,0,1,1,0,2,143,S,0,West
14140,833,M,1,53,1,0,0,1,5,0,5,3,119,4,13,5,24260,39644,1,30,2,12,1,0,0,0,11,1,1,0,0,6,1,0,0,0,4,49,S,0,East
14141,972,F,0,0,0,0,0,0,0,0,2,2,381,0,14,5,1027,29281,0,0,1,13,0,0,0,0,13,0,0,0,0,8,0,0,0,0,1,165,M,0,West
14142,910,M,0,0,0,0,0,0,0,0,7,6,68,2,9,4,1908,9250,0,0,1,9,0,0,0,0,8,1,0,0,0,6,1,0,0,0,1,43,S,0,West
14143,912,M,0,0,0,0,0,1,4,0,15,5,54,8,21,6,16594,33735,0,0,1,17,0,0,0,0,17,0,0,0,0,11,0,0,0,0,4,29,S,0,West
14144,793,F,0,0,0,0,0,3,1,2,6,2,59,8,18,9,24179,25258,1,75,2,12,1,0,0,0,11,2,0,0,0,10,2,0,0,0,7,29,S,0,South
14145,880,F,2,35,1,1,0,0,0,0,1,1,127,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,127,S,0,West
14146,736,F,0,0,0,0,0,0,0,0,4,4,59,3,10,6,42830,43737,1,40,6,2,0,0,1,1,2,0,0,1,1,2,0,0,1,1,3,35,W,0,East
14147,464,F,4,7,4,0,0,1,1,0,0,0,97,0,10,6,10456,9656,3,1063,6,1,0,0,0,9,0,1,0,0,9,0,0,0,0,8,6,88,D,0,East
14148,789,M,2,27,2,0,0,0,0,0,0,0,38,1,3,2,19400,20449,0,0,1,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2,25,W,0,Midwest
14149,726,M,5,5,4,0,0,1,0,0,9,2,111,2,10,3,3290,4254,1,369,6,8,0,0,0,1,5,1,2,1,1,6,0,0,0,0,3,76,W,0,East
14150,961,F,0,0,0,0,0,0,0,0,3,1,126,2,13,7,0,12092,0,0,1,11,0,0,0,0,11,0,0,0,0,7,0,0,0,0,0,79,M,0,Midwest
14151,468,F,1,95,0,1,0,1,5,2,0,0,53,2,4,3,11186,22140,2,3845,6,0,0,0,1,2,0,0,0,1,2,0,0,0,1,2,3,29,D,0,West
14152,903,F,0,0,0,0,0,0,0,0,3,1,59,2,7,7,21718,27128,0,0,1,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,5,40,S,0,West
14153,798,F,0,0,0,0,0,0,0,0,4,2,63,1,4,3,9879,9973,0,0,1,3,0,0,0,0,2,1,0,0,0,2,1,0,0,0,2,36,S,0,East
14154,680,F,0,0,0,0,0,1,1,0,0,0,9,1,1,1,411,411,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9,W,0,Midwest
14155,941,F,0,0,0,0,0,0,21,0,8,3,36,3,5,5,45,10955,0,0,1,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,2,22,M,0,East
14156,938,F,0,0,0,0,0,1,2,0,1,0,24,14,15,11,14534,32585,0,0,1,10,0,0,0,0,10,0,0,0,0,10,0,0,0,0,7,17,M,0,West
14157,713,M,4,1,3,0,0,3,0,2,2,1,109,1,25,5,48241,51866,0,0,6,16,2,0,2,4,10,4,1,5,4,2,0,1,2,4,4,73,W,0,East
14158,878,F,0,0,0,0,0,0,23,0,10,3,34,5,7,4,8160,13060,0,0,1,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,1,20,S,0,West
14159,848,M,0,0,0,0,0,4,1,1,2,0,116,0,4,2,434,545,0,0,1,4,0,0,0,0,3,1,0,0,0,1,1,0,0,0,2,82,S,0,West
14160,962,F,0,0,0,0,0,0,9,0,15,6,56,5,15,13,10948,67485,0,0,1,15,0,0,0,0,15,0,0,0,0,15,0,0,0,0,3,30,M,0,South
14161,602,M,3,23,3,0,0,0,0,0,0,0,62,0,3,1,2327,2000,2,2295,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,1,59,D,0,Midwest
14162,575,F,0,0,0,0,0,0,0,0,0,0,31,0,3,2,3711,3436,1,2619,6,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,2,30,D,0,West
14163,964,M,0,0,0,0,0,0,0,0,7,7,233,2,16,8,3698,48965,0,0,1,13,0,0,0,0,13,0,0,0,0,9,0,0,0,0,5,73,M,0,East
14164,564,F,1,4,1,0,0,2,5,0,0,0,32,7,9,7,26028,31704,2,323,5,6,1,0,1,0,5,1,0,2,0,5,1,0,2,0,7,17,D,0,West
14165,899,F,0,0,0,0,0,1,6,0,4,3,34,7,9,8,9105,11350,0,0,1,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,19,S,0,West
14166,986,F,0,0,0,0,0,2,6,0,6,2,323,9,35,13,17020,83190,0,0,1,31,0,0,0,0,31,0,0,0,0,22,0,0,0,0,7,84,M,0,West
14167,893,M,0,0,0,0,0,4,2,1,11,7,43,1,7,4,241,3000,0,0,1,7,0,0,0,0,7,0,0,0,0,6,0,0,0,0,2,28,S,0,South
14168,926,M,0,0,0,0,0,0,10,2,4,2,137,1,28,9,17472,20289,0,0,5,27,0,0,0,1,23,3,1,0,1,16,0,0,0,1,9,65,M,0,Midwest
14169,490,M,1,10,0,0,0,0,0,0,0,0,15,1,1,1,795,795,1,200,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,15,D,0,West
14170,812,F,0,0,0,0,0,1,2,0,4,1,20,4,4,4,4494,6608,0,0,1,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,2,14,S,0,South
14171,809,M,0,0,0,0,0,0,0,0,9,7,49,3,7,4,7181,15500,0,0,1,7,0,0,0,0,3,3,1,0,0,3,3,1,0,0,3,30,S,0,West
14172,857,M,0,0,0,0,0,0,8,0,0,0,22,5,5,5,3619,5885,0,0,1,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,13,S,0,East
14173,820,F,0,0,0,0,0,0,0,0,0,0,71,1,5,1,0,0,0,0,1,4,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,42,S,0,East
14174,838,M,0,0,0,0,0,2,1,0,1,1,239,2,3,3,14983,17493,0,0,1,3,0,0,0,0,2,0,1,0,0,2,0,1,0,0,2,90,S,0,Midwest
14175,521,M,16,1,11,0,0,1,6,0,2,0,17,1,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,17,D,0,East
14176,764,F,0,0,0,0,0,4,1,2,1,0,58,0,3,1,368,508,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,38,W,0,South
